% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.667	0	0	67	8	10	28	9422	0	0	0
0.668	0	0	67	9	11	28	9422	0	0	0
0.669	0	0	67	10	12	28	9422	0	0	0
0.67	0	0	68	1	13	28	9422	0	0	0
0.671	0	0	68	2	14	28	9422	0	0	0
0.672	0	0	68	3	2	28	9422	0	0	0
0.673	0	0	68	4	3	28	9422	0	0	0
0.674	0	0	68	5	4	28	9422	0	0	0
0.675	0	0	68	6	1	28	9422	0	0	0
0.676	0	0	68	7	5	28	9422	0	0	0
0.677	0	0	68	8	6	28	9422	0	0	0
0.678	0	0	68	9	7	28	9422	0	0	0
0.679	0	0	68	10	8	28	9422	0	0	0
0.68	0	0	69	1	9	28	9422	0	0	0
0.681	0	0	69	2	10	28	9422	0	0	0
0.682	0	0	69	3	11	28	9422	0	0	0
0.683	0	0	69	4	12	28	9422	0	0	0
0.684	0	0	69	5	13	28	9422	0	0	0
0.685	0	0	69	6	14	28	9422	0	0	0
0.686	0	0	69	7	2	28	9422	0	0	0
0.687	0	0	69	8	3	28	9422	0	0	0
0.688	0	0	69	9	4	28	9422	0	0	0
0.689	0	0	69	10	1	28	9422	0	0	0
0.69	0	0	70	1	5	28	9422	0	0	0
0.691	0	0	70	2	6	28	9422	0	0	0
0.692	0	0	70	3	7	28	9422	0	0	0
0.693	0	0	70	4	8	28	9422	0	0	0
0.694	0	0	70	5	9	28	9422	0	0	0
0.695	0	0	70	6	10	28	9422	0	0	0
0.696	0	0	70	7	11	28	9422	0	0	0
0.697	0	0	70	8	12	28	9422	0	0	0
0.698	0	0	70	9	13	28	9422	0	0	0
0.699	0	0	70	10	14	28	9422	0	0	0
